time,x_actual_x,x_actual_y,x_actual_z,x_desired_x,x_desired_y,x_desired_z,x_d_actual_x,x_d_actual_y,x_d_actual_z,x_d_desired_x,x_d_desired_y,x_d_desired_z,force,force_error,stiffness,dotproduct
0.0209198,-0.3448446,1.163488,-0.2969559,-0.3082171,1.222535,-0.3120224,-0.0007366593,-0.04946178,-0.06175422,-0.009783879,-0.07049503,-0.05140969,0,0,0,0,-10,0.02049837,255,0
0.04495239,-0.3450446,1.1626,-0.2981754,-0.3087203,1.221066,-0.3128091,-0.004131155,-0.04156671,-0.05609743,-0.01490688,-0.07134365,-0.04784301,0,0,0,0,-10,0.02069545,255,0
0.06797791,-0.3454522,1.161602,-0.2993545,-0.3095976,1.219146,-0.3135297,-0.008637782,-0.0383518,-0.05268416,-0.02173672,-0.06342699,-0.03398206,0,0,0,0,-10,0.02086276,255,0
0.08929443,-0.3461053,1.16033,-0.3004546,-0.3106262,1.217156,-0.3139946,-0.01752814,-0.04290723,-0.05070436,-0.03772581,-0.0825849,-0.03099112,0,0,0,0,-10,0.02088985,255,0
0.1110992,-0.346769,1.159152,-0.3012226,-0.3115363,1.215541,-0.3143047,-0.03147116,-0.0612994,-0.05301011,-0.04956916,-0.09587546,-0.02240349,0,0,0,0,-10,0.02071273,255,0
0.1356964,-0.3474346,1.158001,-0.3018866,-0.3124572,1.214017,-0.3145474,-0.03039696,-0.05396139,-0.03517536,-0.04167759,-0.0740031,-0.01420008,0,0,0,0,-10,0.02043736,255,0
0.1564941,-0.3480335,1.156882,-0.3025121,-0.3134742,1.212364,-0.3147838,-0.0271589,-0.04693824,-0.02709566,-0.03758245,-0.0621838,-0.009904265,0,0,0,0,-10,0.02016086,255,0
0.1789856,-0.3486782,1.155339,-0.3033335,-0.3148731,1.21016,-0.3150949,-0.0281404,-0.05260977,-0.02938508,-0.04777526,-0.07762657,-0.01110271,0,0,0,0,-10,0.01996655,255,0
0.2002411,-0.3489935,1.154326,-0.3038766,-0.3158043,1.208781,-0.3152471,-0.02893836,-0.069253,-0.03686858,-0.06279565,-0.09892444,-0.01396886,0,0,0,0,-10,0.01987534,255,0
0.2298889,-0.3491855,1.153447,-0.3043471,-0.316606,1.207693,-0.3152626,-0.0130348,-0.04187204,-0.02245663,-0.03850183,-0.05705343,-0.006291897,0,0,0,0,-10,0.01993098,255,0
