time,x_actual_x,x_actual_y,x_actual_z,x_desired_x,x_desired_y,x_desired_z,x_d_actual_x,x_d_actual_y,x_d_actual_z,x_d_desired_x,x_d_desired_y,x_d_desired_z,disturbance_x,disturbance_y,disturbance_z,force,force_error,tracking_error,stiffness,dotproduct
2.399933,-0.4607722,1.313875,-0.2562248,-0.4498383,1.354255,-0.3080929,-0.2099814,0.1577092,-0.05199026,-0.08932222,0.1025898,-0.005728991,0,0,0,3.217906,-6.782094,0.005861353,255,0.5610543
2.422577,-0.4665715,1.31835,-0.2572619,-0.4529772,1.357398,-0.3077987,-0.278981,0.2175272,-0.069,-0.1416889,0.151913,-0.003404891,0,0,0,2.661686,-7.338314,0.007396445,255,0.4612016
2.444893,-0.4706069,1.321515,-0.2578682,-0.4553223,1.359693,-0.3074023,-0.2658668,0.2051526,-0.04754722,-0.1439,0.1440626,0.01348811,0,0,0,2.034145,-7.965855,0.008491536,255,0.3495088
2.465454,-0.4746976,1.324872,-0.2583169,-0.4580574,1.362215,-0.3067996,-0.1801545,0.1412849,-0.02706701,-0.1046931,0.1024672,0.01769521,0,0,0,1.537366,-8.462634,0.009185125,255,0.2683245
2.490295,-0.4789287,1.32846,-0.2585099,-0.4615217,1.365057,-0.3058484,-0.1900659,0.1559731,-0.0208481,-0.1270826,0.1171792,0.02800425,0,0,0,1.066665,-8.933335,0.009811357,255,0.1972905
2.513359,-0.482878,1.33181,-0.2583096,-0.4653755,1.367962,-0.3045849,-0.1756687,0.1490042,-0.008012948,-0.1438297,0.1179918,0.03949062,0,0,0,0.7498397,-9.25016,0.0103316,255,0.1473754
2.533394,-0.4864068,1.334822,-0.2578535,-0.4690169,1.370247,-0.3035975,-0.1692742,0.1435885,0.008584042,-0.1651802,0.1245095,0.05415611,0,0,0,0.6338822,-9.366117,0.01060612,255,0.1285201
2.56456,-0.4885973,1.336695,-0.2575669,-0.4721457,1.37181,-0.3030416,-0.1792017,0.1529204,0.02316205,-0.1849256,0.1160645,0.05014408,0,0,0,0.5496944,-9.450306,0.01077558,255,0.1112587
2.584709,-0.4918481,1.339318,-0.2572802,-0.4762656,1.37353,-0.3024179,-0.06033223,0.05160617,0.007892939,-0.08617389,0.04305001,0.01531145,0,0,0,0.472302,-9.527698,0.01097434,255,0.09295526
2.598358,-0.4940612,1.341054,-0.2571613,-0.47912,1.374668,-0.3018826,-0.2199721,0.1774813,0.01940017,-0.2787836,0.1163768,0.04220444,0,0,0,0.4264126,-9.573587,0.01141369,255,0.08194382
2.620956,-0.4957899,1.342409,-0.2570742,-0.4815623,1.375632,-0.3013144,-0.1563742,0.1226499,0.008406335,-0.2016888,0.08041611,0.03782429,0,0,0,0.2975594,-9.70244,0.01180962,255,0.05044053
2.644188,-0.4990794,1.345039,-0.2568554,-0.4856163,1.377211,-0.3002201,-0.07672811,0.06016128,0.003862597,-0.1084041,0.04278488,0.025218,0,0,0,0.2203679,-9.779632,0.01215931,255,0.02665023
2.664955,-0.5019736,1.34744,-0.2565386,-0.4895511,1.378772,-0.2987974,-0.1426279,0.1140268,0.009489745,-0.1757709,0.06845435,0.04744614,0,0,0,0.2208712,-9.779129,0.01291663,255,0.005211766
2.686996,-0.5042156,1.349379,-0.2561046,-0.4928232,1.380236,-0.2972816,-0.1365079,0.1132489,0.01493905,-0.1855883,0.07362135,0.06710204,0,0,0,0.2518931,-9.748107,0.01368258,255,-0.005390906
2.711136,-0.5061963,1.351195,-0.2555591,-0.4962146,1.381615,-0.2957891,-0.1020699,0.08824679,0.01976055,-0.1489694,0.06667354,0.06900997,0,0,0,0.2705863,-9.729414,0.0143199,255,0.0004466154
2.731621,-0.5083849,1.353136,-0.2549841,-0.499938,1.382767,-0.2944591,-0.08252294,0.07568142,0.02272727,-0.1412943,0.05742411,0.06218462,0,0,0,0.2567424,-9.743258,0.01496933,255,0.007873069
2.753159,-0.5105978,1.354879,-0.25455,-0.5037012,1.383778,-0.2931919,-0.104655,0.09279802,0.02749339,-0.17805,0.05509508,0.06359734,0,0,0,0.2329147,-9.767085,0.01573875,255,0.01672972
2.776566,-0.5129014,1.356466,-0.2542007,-0.5076483,1.384701,-0.2918915,-0.1025653,0.08080468,0.02012244,-0.1744165,0.0468529,0.05873464,0,0,0,0.2474947,-9.752505,0.01646183,255,0.02712139
2.795959,-0.5157216,1.358159,-0.2539313,-0.5119784,1.385478,-0.2907175,-0.1014208,0.0698585,0.01537832,-0.1737829,0.04063445,0.05725143,0,0,0,0.2604227,-9.739577,0.0171052,255,0.03402047
2.820244,-0.5184453,1.359651,-0.2538781,-0.5159706,1.386021,-0.2898033,-0.1416308,0.08502156,0.01352969,-0.2174569,0.03906849,0.05895893,0,0,0,0.2644642,-9.735536,0.01777542,255,0.0372587
2.842255,-0.5218862,1.361361,-0.2539939,-0.5209217,1.386555,-0.2887948,-0.114791,0.06287178,0.002240756,-0.1682501,0.02287982,0.03852743,0,0,0,0.2453712,-9.754629,0.0183984,255,0.0277793
2.863396,-0.5254557,1.363095,-0.2543015,-0.525124,1.38695,-0.2879958,-0.1562717,0.07767022,-0.00525706,-0.2248625,0.0242442,0.04580301,0,0,0,0.201253,-9.798747,0.01913055,255,0.01405186
2.886284,-0.5288168,1.364766,-0.2547075,-0.5293899,1.38738,-0.2870452,-0.1652046,0.08024365,-0.01424016,-0.1944904,0.01826779,0.03697972,0,0,0,0.1772991,-9.822701,0.0199661,255,0.005649272
2.909363,-0.530888,1.365804,-0.2549695,-0.5319504,1.387668,-0.2864059,-0.1492394,0.07419758,-0.01802274,-0.1894108,0.01911839,0.04220656,0,0,0,0.1659439,-9.834056,0.02087922,255,-0.00641892
2.929626,-0.5341629,1.367471,-0.2553703,-0.5362802,1.388149,-0.2852606,-0.09001213,0.0451032,-0.01138719,-0.1112789,0.01247513,0.0277867,0,0,0,0.1835872,-9.816413,0.02148122,255,-0.01058692
2.956169,-0.5370368,1.368896,-0.2557161,-0.5400614,1.388492,-0.2842431,-0.1573468,0.08009531,-0.01925632,-0.2080307,0.02315112,0.05502543,0,0,0,0.1883044,-9.811696,0.02249714,255,-0.006347023
2.977646,-0.539608,1.370049,-0.2559777,-0.5438651,1.388724,-0.2832669,-0.09428973,0.04676158,-0.01134621,-0.1240594,0.01125235,0.03338353,0,0,0,0.1815652,-9.818435,0.02339484,255,-0.00335082
2.996483,-0.5418342,1.370923,-0.2561879,-0.5466538,1.38879,-0.2826827,-0.1526339,0.0684726,-0.015533,-0.2257982,0.01374264,0.05794979,0,0,0,0.1994235,-9.800576,0.02410309,255,-0.00307104
3.018349,-0.5446912,1.371925,-0.2565213,-0.5499014,1.388775,-0.2821514,-0.1128808,0.04431214,-0.01065643,-0.1413987,0.003336557,0.02962403,0,0,0,0.2007866,-9.799213,0.02461892,255,-0.003820184
3.04332,-0.5477477,1.372937,-0.2570018,-0.5535836,1.388695,-0.2816532,-0.1323211,0.0464057,-0.0154428,-0.1504113,-0.0006680654,0.02460523,0,0,0,0.1566465,-9.843353,0.02522041,255,0.003028446
3.064507,-0.5515185,1.374117,-0.2576799,-0.5580518,1.388611,-0.2810319,-0.1246112,0.0412325,-0.01958593,-0.1501215,-0.003285381,0.0203125,0,0,0,0.1350108,-9.864989,0.02588647,255,0.006751479
3.086441,-0.5548145,1.375122,-0.2582747,-0.5618189,1.38855,-0.2804735,-0.1747056,0.05470683,-0.03142122,-0.2070188,-0.00387173,0.02878391,0,0,0,0.1222781,-9.877722,0.02673353,255,0.01256237
3.109154,-0.5582324,1.376134,-0.2588793,-0.5659305,1.388471,-0.279829,-0.1523865,0.04642306,-0.02749669,-0.174165,-0.002821869,0.0258157,0,0,0,0.1246282,-9.875372,0.02750337,255,0.01507512
3.130554,-0.5621421,1.377179,-0.2594979,-0.5704461,1.3884,-0.2790117,-0.1498777,0.04438148,-0.02651388,-0.1802991,-0.003450151,0.0282651,0,0,0,0.1183928,-9.881607,0.02832317,255,0.01185032
3.152313,-0.5659688,1.378105,-0.259969,-0.5746754,1.38841,-0.2780512,-0.1773194,0.04738862,-0.02805471,-0.204801,-0.003254758,0.03706747,0,0,0,0.1485417,-9.851459,0.02919343,255,0.01109507
3.177032,-0.5694902,1.378847,-0.2602488,-0.5787081,1.388447,-0.2770035,-0.180814,0.0437714,-0.02226027,-0.1998355,0.0005069394,0.04538234,0,0,0,0.1610457,-9.838954,0.02996969,255,0.005544286
3.197334,-0.5735701,1.37955,-0.2603618,-0.5831515,1.388544,-0.2757023,-0.143251,0.03019281,-0.01138171,-0.1640504,0.001508186,0.04261959,0,0,0,0.2086692,-9.79133,0.03057732,255,0.00216525
3.219788,-0.5771523,1.380028,-0.2602489,-0.5869802,1.388726,-0.2743486,-0.2005843,0.03454379,-0.005556076,-0.218457,0.004735559,0.063974,0,0,0,0.2295388,-9.770461,0.0311186,255,-0.003778592
3.241951,-0.5794676,1.380257,-0.2600536,-0.5896421,1.388893,-0.2733226,-0.1601922,0.02137709,0.005048405,-0.171214,0.008145684,0.06053821,0,0,0,0.2433586,-9.756641,0.03144153,255,-0.009243554
3.264755,-0.5833006,1.380526,-0.259555,-0.5938541,1.389185,-0.2717059,-0.1030831,0.01019022,0.008693529,-0.1185144,0.007440981,0.04567553,0,0,0,0.2521836,-9.747816,0.0315597,255,-0.01465919
3.287468,-0.5873581,1.380655,-0.2588397,-0.5979787,1.389476,-0.2701159,-0.1671319,0.01174734,0.02174297,-0.1836587,0.01275054,0.07049703,0,0,0,0.2399105,-9.76009,0.03163799,255,-0.0143008
3.309654,-0.5911835,1.380648,-0.2579845,-0.6024928,1.389786,-0.2683422,-0.1801586,0.00571117,0.03175813,-0.1831359,0.0128938,0.07059833,0,0,0,0.2210873,-9.778913,0.03155107,255,-0.01187691
3.329956,-0.5950737,1.380536,-0.2569851,-0.6067109,1.389984,-0.2667013,-0.1740994,-0.0002821181,0.03892144,-0.2054416,0.0141059,0.08072103,0,0,0,0.2099191,-9.790081,0.0313321,255,-0.01171261
3.35627,-0.5969827,1.380444,-0.2564785,-0.6088207,1.390045,-0.2659022,-0.1917603,-0.005529569,0.04926664,-0.207923,0.009754607,0.08088391,0,0,0,0.1949204,-9.805079,0.0310184,255,-0.01292195
3.383278,-0.6003306,1.380234,-0.2555834,-0.6122668,1.390068,-0.2646347,-0.0708835,-0.003417139,0.01880754,-0.07833968,0.002283994,0.02967422,0,0,0,0.1940988,-9.805902,0.03084371,255,-0.01908801
3.407059,-0.6038889,1.379931,-0.2546358,-0.6156229,1.389993,-0.263437,-0.1181827,-0.007423243,0.03159928,-0.1216503,0.0008121802,0.04474355,0,0,0,0.1903497,-9.80965,0.03051977,255,-0.02231493
3.422737,-0.6063697,1.379691,-0.2539731,-0.6181102,1.389887,-0.2625738,-0.162789,-0.01385253,0.04335188,-0.1535395,-0.003441318,0.05479385,0,0,0,0.1912937,-9.808706,0.03014309,255,-0.02684483
3.443657,-0.6088344,1.379438,-0.2533147,-0.6206952,1.38976,-0.2616736,-0.1637321,-0.01588463,0.04373584,-0.1641608,-0.00700214,0.05696516,0,0,0,0.2029742,-9.797026,0.02987823,255,-0.03365681
3.465111,-0.6126538,1.379064,-0.2522978,-0.6242471,1.389582,-0.2604587,-0.1157045,-0.01184747,0.03090862,-0.121354,-0.005965705,0.04226361,0,0,0,0.1996518,-9.800348,0.02962456,255,-0.03663287
3.486618,-0.6162718,1.378793,-0.2513808,-0.6279926,1.389403,-0.2592086,-0.1726862,-0.01692394,0.04598029,-0.1605915,-0.008020007,0.05492735,0,0,0,0.1796635,-9.820336,0.02929374,255,-0.03382396
3.511963,-0.6200803,1.378602,-0.2504829,-0.6318254,1.389221,-0.2579607,-0.1733256,-0.01298657,0.04392818,-0.1794334,-0.008612025,0.05989012,0,0,0,0.1801908,-9.819809,0.02911911,255,-0.0341952
3.533104,-0.6246128,1.378481,-0.2494842,-0.6363159,1.38898,-0.256529,-0.1497263,-0.007507873,0.03529919,-0.1506824,-0.007156381,0.04905894,0,0,0,0.2035999,-9.7964,0.02908575,255,-0.03813011
3.556015,-0.6282389,1.378406,-0.2487068,-0.6398176,1.388706,-0.2554396,-0.2086709,-0.005570557,0.04598042,-0.2067363,-0.01109721,0.06591094,0,0,0,0.2380006,-9.761999,0.02921919,255,-0.04312439
3.579491,-0.631968,1.378327,-0.2479175,-0.6435277,1.388339,-0.2543342,-0.1607309,-0.003323681,0.03445743,-0.1552143,-0.01212694,0.04829113,0,0,0,0.2999349,-9.700065,0.02939545,255,-0.05159117
3.600395,-0.6358564,1.378248,-0.2471205,-0.6469594,1.387937,-0.2533853,-0.1600462,-0.003366487,0.03387463,-0.1592328,-0.01576825,0.04744035,0,0,0,0.3183785,-9.681622,0.02961785,255,-0.0527904
3.623909,-0.6392131,1.378201,-0.2464814,-0.6499976,1.387506,-0.2526746,-0.1836627,-0.003727478,0.0376464,-0.162089,-0.0189527,0.04481982,0,0,0,0.3047278,-9.695272,0.02989602,255,-0.04948277
3.645119,-0.6426142,1.378154,-0.245934,-0.6535912,1.386837,-0.2520078,-0.1438721,-0.002054039,0.02739229,-0.130222,-0.01848635,0.03046313,0,0,0,0.2366685,-9.763331,0.03018762,255,-0.03605068
3.666077,-0.6459363,1.378056,-0.2455,-0.6569797,1.386089,-0.2515072,-0.1625216,-0.002204475,0.02615749,-0.1717183,-0.03195634,0.03186236,0,0,0,0.187474,-9.812526,0.0305064,255,-0.02779665
3.68866,-0.6492854,1.377931,-0.2451383,-0.6610271,1.38512,-0.2509205,-0.1548993,-0.004608013,0.02023857,-0.1580009,-0.03488527,0.02334023,0,0,0,0.1290854,-9.870914,0.03077899,255,-0.01839149
3.720848,-0.6531597,1.377814,-0.2447906,-0.6650033,1.384196,-0.2502422,-0.151528,-0.005630825,0.01636391,-0.1831178,-0.04385464,0.02654416,0,0,0,0.1250115,-9.874989,0.0310428,255,-0.01985498
3.738014,-0.6575915,1.377705,-0.2444199,-0.669202,1.383256,-0.2494907,-0.1176036,-0.003560676,0.01055538,-0.1206975,-0.02804033,0.02058968,0,0,0,0.1028482,-9.897152,0.0313909,255,-0.01616856
3.754692,-0.6605479,1.377657,-0.2442086,-0.6722105,1.382604,-0.2490025,-0.2662158,-0.006545028,0.02226312,-0.2522127,-0.05646339,0.04514565,0,0,0,0.1050181,-9.894982,0.03184208,255,-0.01489255
3.777115,-0.6636521,1.377603,-0.2440361,-0.6750882,1.38196,-0.2485719,-0.1854955,-0.003021781,0.01326143,-0.1887641,-0.04091372,0.03063293,0,0,0,0.1303199,-9.86968,0.03218026,255,-0.02011839
3.796745,-0.6683317,1.377487,-0.2438564,-0.6794891,1.380918,-0.2479927,-0.134995,-0.002327679,0.007501452,-0.1251452,-0.02802028,0.01872252,0,0,0,0.2182943,-9.781706,0.03254024,255,-0.03463442
3.819321,-0.6724488,1.377389,-0.2437818,-0.6827615,1.380059,-0.2476422,-0.2350096,-0.005836925,0.009021792,-0.2210099,-0.05231082,0.02908884,0,0,0,0.2990838,-9.700916,0.03306439,255,-0.04556325
3.843567,-0.6771299,1.377248,-0.2437981,-0.6863287,1.379035,-0.247334,-0.1827998,-0.004340278,0.003313432,-0.1452987,-0.03814152,0.01556148,0,0,0,0.3680355,-9.631965,0.03354491,255,-0.0523953
3.862663,-0.6817343,1.377062,-0.2439042,-0.6898783,1.377903,-0.2470884,-0.1900187,-0.005734167,-0.0006629375,-0.144801,-0.04154731,0.01251113,0,0,0,0.3871057,-9.612894,0.03407778,255,-0.05400703
3.884514,-0.685874,1.376848,-0.2440493,-0.6924264,1.377067,-0.2468807,-0.2444341,-0.009878746,-0.005632341,-0.1884398,-0.06009518,0.01303982,0,0,0,0.3802061,-9.619794,0.03457546,255,-0.05211823
3.908516,-0.6901996,1.376565,-0.2441804,-0.696583,1.375739,-0.2463576,-0.1898536,-0.009786126,-0.006653473,-0.1168595,-0.03834631,0.009523706,0,0,0,0.3111235,-9.688876,0.0349994,255,-0.04150084
3.930511,-0.6953118,1.376068,-0.2441844,-0.7008072,1.374454,-0.2456235,-0.1806158,-0.01183697,-0.00547547,-0.1735599,-0.05548144,0.02184215,0,0,0,0.2758985,-9.724101,0.03541498,255,-0.03407547
3.952187,-0.7001297,1.375467,-0.2440255,-0.7048299,1.373232,-0.2448609,-0.2327468,-0.02264241,-0.0001790986,-0.1923167,-0.05850556,0.03342361,0,0,0,0.2647805,-9.73522,0.03580545,255,-0.0315342
3.974022,-0.7054425,1.37472,-0.2437651,-0.7089927,1.371996,-0.2440338,-0.2229818,-0.02779617,0.007354564,-0.1861814,-0.05653028,0.03529142,0,0,0,0.2826616,-9.717339,0.03610323,255,-0.03392408
3.995506,-0.7082889,1.374289,-0.2436155,-0.711198,1.371294,-0.2436044,-0.2392192,-0.03365467,0.01172278,-0.1874329,-0.05567245,0.03724558,0,0,0,0.316087,-9.683913,0.03640294,255,-0.03841946
4.018379,-0.7133374,1.373486,-0.243348,-0.7151829,1.370019,-0.2428402,-0.1325793,-0.02005597,0.006968506,-0.102723,-0.03268257,0.01999767,0,0,0,0.340683,-9.659317,0.03655436,255,-0.0404873
4.048088,-0.7192152,1.372502,-0.2430397,-0.7193404,1.368696,-0.2420297,-0.1961787,-0.03120831,0.01039505,-0.1548487,-0.04955715,0.02969815,0,0,0,0.3847218,-9.615278,0.03681741,255,-0.04372195
4.06395,-0.7238358,1.371746,-0.2428087,-0.7232801,1.367424,-0.2412564,-0.2175718,-0.03641274,0.01141097,-0.1538937,-0.04896216,0.02999903,0,0,0,0.4058308,-9.59417,0.03712817,255,-0.04454931
4.08567,-0.7274542,1.371158,-0.2426461,-0.7260104,1.366545,-0.2407324,-0.3100998,-0.05077925,0.01550499,-0.2644009,-0.08539747,0.05189932,0,0,0,0.4712302,-9.528769,0.03742591,255,-0.04691202
4.108398,-0.7320954,1.370408,-0.2424555,-0.7299696,1.365239,-0.2399588,-0.1636017,-0.02657166,0.007351673,-0.1234477,-0.03971197,0.02369082,0,0,0,0.5355489,-9.464451,0.03768453,255,-0.04619801
4.131256,-0.7370977,1.369623,-0.2422699,-0.7342675,1.363799,-0.239131,-0.2030442,-0.0328198,0.008339244,-0.1732101,-0.05712825,0.03384721,0,0,0,0.6240373,-9.375962,0.0380472,255,-0.04662491
4.151276,-0.7416428,1.368899,-0.2421694,-0.738299,1.362274,-0.2384228,-0.2174674,-0.03411588,0.00806903,-0.1868418,-0.06259847,0.03598673,0,0,0,0.6538627,-9.346137,0.03849532,255,-0.04242073
4.17659,-0.7450639,1.368311,-0.2421384,-0.7413929,1.361072,-0.2378994,-0.2277272,-0.03629706,0.005035121,-0.2019961,-0.07641079,0.03548476,0,0,0,0.7049847,-9.295015,0.0389136,255,-0.03820565
4.196159,-0.7479741,1.367766,-0.2421324,-0.7441305,1.359789,-0.2374347,-0.1365867,-0.02345416,0.001237435,-0.1235198,-0.04799345,0.020896,0,0,0,0.7816025,-9.218397,0.03920161,255,-0.03070618
4.21859,-0.7507233,1.367175,-0.2421882,-0.746676,1.358348,-0.237044,-0.145701,-0.02728705,0.0002984148,-0.1370619,-0.06424871,0.02326442,0,0,0,0.8179049,-9.182095,0.03941432,255,-0.02269395
4.24337,-0.7530708,1.366522,-0.2423463,-0.7494045,1.356452,-0.2367073,-0.1246002,-0.02676565,-0.002528527,-0.1153667,-0.06530407,0.01770509,0,0,0,0.8243559,-9.175644,0.03954496,255,-0.01744907
4.263733,-0.7545332,1.365985,-0.2425091,-0.7509797,1.355192,-0.2365296,-0.09383816,-0.02612744,-0.006318619,-0.10907,-0.07579483,0.01346161,0,0,0,0.7982247,-9.201776,0.03950578,255,-0.01332925
4.283836,-0.7560291,1.365252,-0.2427467,-0.7530353,1.353362,-0.2363123,-0.07211132,-0.02648255,-0.008030004,-0.07767235,-0.06213553,0.008761874,0,0,0,0.7505328,-9.249467,0.03935228,255,-0.007509732
4.308456,-0.7572826,1.364379,-0.2430199,-0.7549208,1.351418,-0.2361361,-0.07316348,-0.03583839,-0.01161964,-0.1005364,-0.0894881,0.01062558,0,0,0,0.6713561,-9.328644,0.03901402,255,-0.005019648
4.328392,-0.7584027,1.363232,-0.2433743,-0.7571048,1.348876,-0.2359414,-0.05199268,-0.03619462,-0.01133307,-0.07820906,-0.08062203,0.007308149,0,0,0,0.6022607,-9.397739,0.03847711,255,-0.003413566
4.351189,-0.7591463,1.362236,-0.2436584,-0.7587539,1.346714,-0.2357433,-0.05571632,-0.05708017,-0.01762927,-0.1086338,-0.1264528,0.009686315,0,0,0,0.540629,-9.459371,0.03763473,255,-0.003891219
4.380768,-0.7597583,1.361293,-0.2439276,-0.7601144,1.344775,-0.2356399,-0.02894593,-0.03875854,-0.01105862,-0.06419847,-0.08416246,0.007710406,0,0,0,0.4433842,-9.556616,0.03684849,255,-0.005854073
4.395378,-0.7604363,1.360154,-0.2443005,-0.7617058,1.342398,-0.2355909,-0.02252703,-0.03471637,-0.009907681,-0.0500781,-0.07137655,0.003806427,0,0,0,0.3980682,-9.601932,0.03608055,255,-0.005719197
4.417404,-0.760881,1.359378,-0.2445787,-0.7626391,1.340973,-0.235581,-0.04885497,-0.08205058,-0.02686916,-0.1146707,-0.1712823,0.003534738,0,0,0,0.3079274,-9.692073,0.03513281,255,-0.002396262
4.44046,-0.761557,1.358118,-0.2450871,-0.7641736,1.338627,-0.2355569,-0.01990067,-0.03474949,-0.01245092,-0.04176447,-0.0637803,0.0004401033,0,0,0,0.2438474,-9.756152,0.03448044,255,0.001503878
4.465691,-0.762126,1.356946,-0.2456095,-0.7656263,1.336467,-0.2354449,-0.02914525,-0.05433799,-0.02192126,-0.06616211,-0.1011256,0.00104081,0,0,0,0.1905899,-9.80941,0.0334063,255,0.003076623
4.48526,-0.7625718,1.355717,-0.2461922,-0.7672414,1.334168,-0.2352674,-0.02235789,-0.04603193,-0.02052421,-0.05707622,-0.0848696,0.004400386,0,0,0,0.1669415,-9.833058,0.0323914,255,0.002616725
4.509789,-0.7627797,1.354879,-0.246568,-0.7683524,1.332706,-0.2350634,-0.02345632,-0.06464522,-0.03066038,-0.08498406,-0.1209793,0.009339874,0,0,0,0.2031253,-9.796875,0.0312889,255,0.004665077
4.529793,-0.7629265,1.353654,-0.2469219,-0.7697377,1.331171,-0.2345776,-0.008489097,-0.0342241,-0.01534268,-0.04536361,-0.0596914,0.008330899,0,0,0,0.2628895,-9.73711,0.03051602,255,0.009210244
4.55294,-0.7629324,1.352739,-0.2469528,-0.77094,1.330072,-0.2339673,-0.007372485,-0.06153616,-0.01777419,-0.06956717,-0.07710129,0.02439535,0,0,0,0.2672586,-9.732741,0.02936048,255,0.00858257
4.574738,-0.7628118,1.351526,-0.2467699,-0.7723504,1.32895,-0.233243,-0.0002475792,-0.03837728,-0.001295415,-0.05044614,-0.04612476,0.02560569,0,0,0,0.2514727,-9.748528,0.02848523,255,0.007675651
4.599045,-0.7627056,1.350787,-0.2465881,-0.772984,1.328513,-0.2329004,0.005671628,-0.05702452,0.008597112,-0.06630817,-0.05272597,0.03405219,0,0,0,0.2705734,-9.729426,0.02730454,255,0.01046095
4.622871,-0.7624842,1.349537,-0.2461371,-0.7743185,1.327805,-0.2320467,0.004322222,-0.03006636,0.007397742,-0.02578295,-0.01777398,0.01393928,0,0,0,0.2702779,-9.729722,0.02658338,255,0.01226276
4.644402,-0.7622434,1.348291,-0.2454761,-0.7755312,1.327322,-0.2311686,0.009510201,-0.05372214,0.01937377,-0.05733008,-0.03043572,0.03667855,0,0,0,0.2436013,-9.756399,0.02537142,255,0.0108404
4.667625,-0.7620659,1.347123,-0.2447678,-0.776546,1.326965,-0.2304373,0.01112923,-0.05760204,0.03055029,-0.0560456,-0.02231356,0.04058313,0,0,0,0.2135956,-9.786405,0.02420004,255,0.008775036
4.697304,-0.7619295,1.345715,-0.2438655,-0.7775862,1.326589,-0.2296804,0.007507364,-0.04940183,0.02996893,-0.04293597,-0.01509542,0.0309373,0,0,0,0.1967419,-9.803258,0.02315774,255,0.00776044
4.716347,-0.7619016,1.344492,-0.2430621,-0.7784815,1.326272,-0.2289786,0.004496558,-0.04640354,0.0297374,-0.0342811,-0.01241514,0.02494814,0,0,0,0.1740192,-9.825981,0.02198112,255,0.006589476
4.732246,-0.7619128,1.343433,-0.2423456,-0.7790729,1.326031,-0.2285302,0.001549286,-0.06776559,0.04452299,-0.04962011,-0.01754757,0.03889403,0,0,0,0.1604734,-9.839526,0.02104222,255,0.005544928
4.750954,-0.7619626,1.34247,-0.2417164,-0.7796327,1.32578,-0.2281557,-0.0007196227,-0.06802732,0.04601758,-0.03797924,-0.0154872,0.02879639,0,0,0,0.144197,-9.855803,0.02029135,255,0.004157295
4.774422,-0.7621127,1.341174,-0.2408868,-0.7803455,1.325415,-0.227709,-0.002534439,-0.0489547,0.03200184,-0.02847606,-0.01274496,0.01904467,0,0,0,0.1539689,-9.846031,0.01965482,255,0.004541349
4.796753,-0.7624242,1.339666,-0.2399285,-0.7812361,1.324893,-0.227159,-0.006524669,-0.05634328,0.03606447,-0.0309857,-0.01586339,0.01942112,0,0,0,0.1533882,-9.846612,0.01888042,255,0.002467365
4.818375,-0.762867,1.338197,-0.2390383,-0.7820436,1.324309,-0.2268023,-0.01386825,-0.06714398,0.04266623,-0.03964897,-0.02325705,0.02448837,0,0,0,0.1486846,-9.851315,0.01811709,255,0.001120443
4.842049,-0.7633983,1.336814,-0.2382852,-0.7828279,1.3236,-0.226635,-0.02051575,-0.06807838,0.04124139,-0.0374166,-0.02706897,0.01652527,0,0,0,0.1396527,-9.860348,0.01750259,255,0.0001544294
4.864265,-0.7640907,1.33535,-0.2376411,-0.7835446,1.322794,-0.2267094,-0.02235187,-0.05815749,0.03168124,-0.03298751,-0.02982088,0.007037769,0,0,0,0.1387462,-9.861254,0.01700876,255,0.001471981
4.884712,-0.7647575,1.334184,-0.2372671,-0.7841675,1.322007,-0.2268831,-0.03035871,-0.06419894,0.02824419,-0.03143035,-0.035317,-0.003261961,0,0,0,0.1415577,-9.858442,0.01652098,255,0.0024914
4.907906,-0.7653958,1.333266,-0.2370715,-0.7846882,1.321298,-0.2270965,-0.03347616,-0.05856233,0.01877274,-0.03126795,-0.03954424,-0.008722113,0,0,0,0.1415326,-9.858467,0.01612744,255,0.003407466
4.927437,-0.7661753,1.332385,-0.2369945,-0.7852439,1.320484,-0.2274107,-0.02773088,-0.03985747,0.008498715,-0.0226244,-0.03077353,-0.009270385,0,0,0,0.1472363,-9.852764,0.01580398,255,0.003194767
4.949303,-0.7669307,1.33172,-0.2370512,-0.7857717,1.319632,-0.2277903,-0.03911634,-0.04424292,0.003864376,-0.02788213,-0.04084514,-0.01576857,0,0,0,0.1315589,-9.868441,0.01546458,255,0.00286591
4.973373,-0.7674802,1.331306,-0.23713,-0.7860664,1.319113,-0.2280043,-0.03461812,-0.03047421,-0.002600525,-0.0241887,-0.03908435,-0.01739511,0,0,0,0.09479537,-9.905205,0.01516216,255,0.001455444
4.99453,-0.7686539,1.330509,-0.2372761,-0.7866766,1.317829,-0.2284312,-0.02282112,-0.01719938,-0.003272536,-0.01224107,-0.02152646,-0.008889318,0,0,0,0.07143066,-9.92857,0.01495739,255,0.0001147492
5.025505,-0.7699073,1.329722,-0.2373807,-0.7871265,1.316702,-0.2287828,-0.04882131,-0.0331492,-0.006074461,-0.02538133,-0.05341558,-0.01775726,0,0,0,0.05319035,-9.94681,0.0145936,255,0.0005560795
5.041245,-0.7712888,1.328921,-0.2374694,-0.7876128,1.315451,-0.2291707,-0.04489999,-0.02818393,-0.003749317,-0.01611822,-0.04035853,-0.01259309,0,0,0,0.04835275,-9.951647,0.01428882,255,0.0002866897
