time,x_actual_x,x_actual_y,x_actual_z,x_desired_x,x_desired_y,x_desired_z,x_d_actual_x,x_d_actual_y,x_d_actual_z,x_d_desired_x,x_d_desired_y,x_d_desired_z,disturbance_x,disturbance_y,disturbance_z,force,force_error,tracking_errorstiffness,dotproduct
2.755554,-1.036718,1.125031,-0.1218976,-1.059605,1.168137,-0.1249164,-0.3517706,-0.03729081,-0.09455313,-0.3345927,-0.04461236,-0.142402,0,0,0,0,-10,0.1911908,255,0
2.777916,-1.043753,1.123906,-0.1244345,-1.067152,1.166613,-0.1286433,-0.2684793,-0.03624649,-0.08468564,-0.3100182,-0.04904453,-0.1399402,0,0,0,0,-10,0.189489,255,0
2.799736,-1.050543,1.122567,-0.1272947,-1.074485,1.164806,-0.1325772,-0.3135254,-0.05012644,-0.1130648,-0.3363705,-0.06791908,-0.1660946,0,0,0,0,-10,0.1872013,255,0
2.82003,-1.055303,1.12147,-0.1295688,-1.080024,1.163224,-0.1357606,-0.305753,-0.06027246,-0.1287841,-0.3301754,-0.08135628,-0.1771298,0,0,0,0,-10,0.1846592,255,0
2.843925,-1.059115,1.120505,-0.1315575,-1.084592,1.161745,-0.1385632,-0.2389111,-0.05507349,-0.1141565,-0.2780723,-0.07941761,-0.1598077,0,0,0,0,-10,0.1826516,255,0
2.864662,-1.064032,1.119102,-0.134433,-1.089853,1.159572,-0.1421954,-0.1607179,-0.0407034,-0.08384177,-0.1925509,-0.06237436,-0.118155,0,0,0,0,-10,0.1809026,255,0
2.887482,-1.067359,1.117991,-0.1366257,-1.093428,1.157766,-0.1449732,-0.232336,-0.06628515,-0.1358682,-0.2485918,-0.1026496,-0.1716215,0,0,0,0,-10,0.1783675,255,0
2.910683,-1.071742,1.116269,-0.1399377,-1.098232,1.154904,-0.1491181,-0.1487867,-0.04967375,-0.0980574,-0.1598644,-0.08077448,-0.1242217,0,0,0,0,-10,0.1764194,255,0
2.933632,-1.0761,1.114247,-0.1437283,-1.102727,1.15169,-0.1535516,-0.1887422,-0.07416742,-0.1426115,-0.2068875,-0.1232496,-0.1784735,0,0,0,0,-10,0.1734407,255,0
2.95517,-1.079138,1.112605,-0.1468604,-1.106148,1.148742,-0.1575326,-0.1884952,-0.08744328,-0.1639723,-0.1944462,-0.1389955,-0.1917879,0,0,0,0,-10,0.1699904,255,0
2.976715,-1.082877,1.110226,-0.1515081,-1.11029,1.144524,-0.163052,-0.1421027,-0.07679225,-0.1465137,-0.160014,-0.1379372,-0.1862202,0,0,0,0,-10,0.1670971,255,0
2.99971,-1.084845,1.108788,-0.1543322,-1.112468,1.141996,-0.1662135,-0.1751586,-0.1114691,-0.2177225,-0.1940504,-0.1976021,-0.258558,0,0,0,0,-10,0.1627367,255,0
3.022934,-1.088049,1.106085,-0.1594702,-1.116068,1.137527,-0.1716221,-0.08448657,-0.06171696,-0.121246,-0.09346852,-0.1084947,-0.1357297,0,0,0,0,-10,0.1600579,255,0
3.045135,-1.090471,1.103675,-0.163618,-1.119251,1.133546,-0.1763073,-0.1390625,-0.117322,-0.2229951,-0.1562707,-0.1939621,-0.2347398,0,0,0,0,-10,0.1551348,255,0
3.067451,-1.09245,1.101587,-0.166972,-1.121817,1.129977,-0.1803188,-0.1087117,-0.1081554,-0.1861226,-0.1428235,-0.1786578,-0.2102368,0,0,0,0,-10,0.1511167,255,0
3.088173,-1.09449,1.099239,-0.1704466,-1.124007,1.126697,-0.1838462,-0.08729174,-0.09209336,-0.1479668,-0.1131879,-0.1574438,-0.1769764,0,0,0,0,-10,0.1478586,255,0
3.111931,-1.096286,1.097041,-0.1733966,-1.12608,1.123452,-0.1872125,-0.09590769,-0.1104006,-0.1633507,-0.1029748,-0.1542044,-0.1658307,0,0,0,0,-10,0.1444613,255,0
3.14003,-1.098759,1.093756,-0.1773007,-1.128749,1.118999,-0.1916425,-0.06835427,-0.08368429,-0.1123067,-0.0789101,-0.1235478,-0.1281518,0,0,0,0,-10,0.1415622,255,0
3.155823,-1.100471,1.091309,-0.1798782,-1.130638,1.115743,-0.194823,-0.09692638,-0.1287229,-0.1529779,-0.1046058,-0.1744722,-0.173587,0,0,0,0,-10,0.1376927,255,0
3.177475,-1.102701,1.088025,-0.1830302,-1.132782,1.111908,-0.1985742,-0.1158121,-0.1655508,-0.1744119,-0.127791,-0.2203149,-0.2152209,0,0,0,0,-10,0.1351138,255,0
3.19973,-1.104511,1.085278,-0.1854731,-1.134407,1.108565,-0.2017775,-0.1018865,-0.1500632,-0.1440016,-0.09794354,-0.1752353,-0.1713767,0,0,0,0,-10,0.1319449,255,0
3.221596,-1.106521,1.082219,-0.1880789,-1.135973,1.105141,-0.2050692,-0.07997408,-0.1213756,-0.1079579,-0.07181389,-0.1476947,-0.1415574,0,0,0,0,-10,0.1294771,255,0
3.244888,-1.108678,1.07885,-0.1908492,-1.137607,1.101092,-0.2089648,-0.0940904,-0.1431976,-0.121981,-0.07332589,-0.1602958,-0.1540876,0,0,0,0,-10,0.1268443,255,0
3.266266,-1.110683,1.075366,-0.1936418,-1.138889,1.097322,-0.2125565,-0.09218648,-0.1439303,-0.1183538,-0.06980321,-0.1730056,-0.1664281,0,0,0,0,-10,0.1240369,255,0
3.288048,-1.112218,1.07237,-0.1959929,-1.139871,1.094125,-0.2156435,-0.09346095,-0.1624311,-0.1302111,-0.05978188,-0.175766,-0.1674754,0,0,0,0,-10,0.1211675,255,0
3.311607,-1.113897,1.068799,-0.1988153,-1.140987,1.090034,-0.2198548,-0.07072715,-0.1380657,-0.1083178,-0.0452109,-0.1473144,-0.1422232,0,0,0,0,-10,0.1187177,255,0
3.333031,-1.115443,1.065494,-0.2016209,-1.141664,1.086706,-0.2234939,-0.07070413,-0.1504007,-0.1188745,-0.04702061,-0.1722867,-0.1773704,0,0,0,0,-10,0.1157553,255,0
3.354134,-1.116423,1.063154,-0.2037601,-1.141996,1.083842,-0.2267415,-0.07116836,-0.1521024,-0.1291202,-0.0311677,-0.1531447,-0.1674832,0,0,0,0,-10,0.1128297,255,0
3.3769,-1.117244,1.060806,-0.2060981,-1.14214,1.081278,-0.2298786,-0.04780506,-0.1141067,-0.1043149,-0.01618304,-0.1396601,-0.1583572,0,0,0,0,-10,0.1105913,255,0
3.399902,-1.117885,1.058253,-0.2089632,-1.142131,1.07857,-0.233442,-0.03491393,-0.09996143,-0.099525,-0.006125162,-0.1091669,-0.1335458,0,0,0,0,-10,0.1081311,255,0
3.421326,-1.118199,1.056146,-0.2116469,-1.141984,1.076069,-0.2369352,-0.02760554,-0.1098986,-0.1233677,0.0004003778,-0.1165818,-0.1534371,0,0,0,0,-10,0.1050985,255,0
3.444649,-1.118207,1.05377,-0.2150567,-1.141732,1.073385,-0.2409071,-0.01497798,-0.1003394,-0.1277725,0.006963994,-0.1190746,-0.1663129,0,0,0,0,-10,0.1022482,255,0
3.465744,-1.117987,1.05199,-0.2178594,-1.14151,1.071261,-0.2441723,-0.0003450151,-0.1041684,-0.1495274,0.01108753,-0.1177181,-0.1741751,0,0,0,0,-10,0.09860151,255,0
3.489349,-1.117695,1.050355,-0.2206209,-1.141302,1.069123,-0.2477243,0.0102777,-0.08302206,-0.1306836,0.0103055,-0.09905283,-0.1522479,0,0,0,0,-10,0.09559128,255,0
3.513573,-1.117336,1.048596,-0.223911,-1.140994,1.066877,-0.251942,0.01255434,-0.07030225,-0.1187536,0.008971047,-0.09190453,-0.1527462,0,0,0,0,-10,0.0926322,255,0
3.534912,-1.117045,1.04738,-0.2265375,-1.140752,1.06526,-0.2552947,0.01465514,-0.07191594,-0.134511,0.01257895,-0.09183465,-0.172433,0,0,0,0,-10,0.08913395,255,0
3.560814,-1.116726,1.046167,-0.2294579,-1.140567,1.063742,-0.2588059,0.01312392,-0.05486231,-0.1185026,0.01094557,-0.07295611,-0.1512747,0,0,0,0,-10,0.0863668,255,0
3.58091,-1.116409,1.044974,-0.2325967,-1.140531,1.062132,-0.2628348,0.01263981,-0.04807474,-0.1157138,0.007321266,-0.0601383,-0.139123,0,0,0,0,-10,0.0833095,255,0
3.611809,-1.116215,1.04405,-0.2352156,-1.140655,1.060858,-0.266369,0.01336276,-0.05018559,-0.1320751,0.001504815,-0.06776685,-0.169525,0,0,0,0,-10,0.0800424,255,0
3.627449,-1.116106,1.043339,-0.2374213,-1.140788,1.059922,-0.2693106,0.006987418,-0.0333213,-0.09440748,-0.004452008,-0.045921,-0.1274043,0,0,0,0,-10,0.07733655,255,0
3.650475,-1.115998,1.042522,-0.2400656,-1.141058,1.058931,-0.2727634,0.005000873,-0.03252206,-0.1010166,-0.006125524,-0.04286775,-0.1347151,0,0,0,0,-10,0.07507391,255,0
3.673782,-1.11595,1.041788,-0.242539,-1.141535,1.058132,-0.2759995,0.006581638,-0.05007451,-0.1620318,-0.0165381,-0.06070302,-0.2115803,0,0,0,0,-10,0.07236904,255,0
3.694946,-1.116022,1.041143,-0.2447923,-1.142179,1.057568,-0.2787811,0.00208918,-0.03176585,-0.1070305,-0.02063387,-0.03457205,-0.1400344,0,0,0,0,-10,0.06985028,255,0
3.718941,-1.116214,1.040648,-0.2464927,-1.142891,1.057244,-0.2809473,-0.003417088,-0.03051132,-0.1065866,-0.03046057,-0.02669388,-0.131572,0,0,0,0,-10,0.067576,255,0
3.741478,-1.116769,1.040083,-0.2485552,-1.144127,1.057043,-0.2839146,-0.008022165,-0.0207468,-0.07120357,-0.02980232,-0.01357828,-0.09070987,0,0,0,0,-10,0.06588014,255,0
3.76432,-1.117296,1.03983,-0.249648,-1.14503,1.057071,-0.2857136,-0.02462458,-0.02503173,-0.09148424,-0.05484877,-0.008899111,-0.1316201,0,0,0,0,-10,0.06387961,255,0
3.786583,-1.118254,1.039604,-0.2509709,-1.146216,1.05723,-0.2877364,-0.02281549,-0.01098964,-0.04731892,-0.03910121,0.001213041,-0.0778953,0,0,0,0,-10,0.06286556,255,0
3.809547,-1.119488,1.039417,-0.252157,-1.147596,1.057556,-0.2898664,-0.04361753,-0.01027732,-0.06024963,-0.05401429,0.007247872,-0.0921267,0,0,0,0,-10,0.06171045,255,0
3.832443,-1.120923,1.039227,-0.2531562,-1.14891,1.057982,-0.2919604,-0.05317226,-0.008038502,-0.05110741,-0.05944896,0.01402244,-0.09177504,0,0,0,0,-10,0.06076065,255,0
3.854523,-1.121864,1.039048,-0.2537073,-1.149689,1.058276,-0.2932565,-0.06247406,-0.008300133,-0.04347973,-0.05718273,0.01854561,-0.09112249,0,0,0,0,-10,0.06005489,255,0
3.87693,-1.123269,1.03867,-0.2543916,-1.150819,1.058718,-0.2949896,-0.04300419,-0.008177774,-0.02520663,-0.03564419,0.01346607,-0.05927796,0,0,0,0,-10,0.05969811,255,0
3.898613,-1.124426,1.0383,-0.2547461,-1.151775,1.059099,-0.2959777,-0.06270741,-0.0168482,-0.03052406,-0.0503744,0.01968814,-0.07731929,0,0,0,0,-10,0.05929917,255,0
3.921837,-1.125457,1.0379,-0.2548177,-1.152598,1.059451,-0.2964836,-0.05090844,-0.01628588,-0.0156014,-0.04209151,0.01676317,-0.04347096,0,0,0,0,-10,0.05917415,255,0
3.944077,-1.126446,1.037421,-0.2546825,-1.153217,1.059784,-0.2968349,-0.04646664,-0.01801603,-0.003226552,-0.0370852,0.01589365,-0.02280616,0,0,0,0,-10,0.05929142,255,0
3.967888,-1.127342,1.036802,-0.2544165,-1.153639,1.060066,-0.2970802,-0.04482662,-0.02174853,0.006128935,-0.02806663,0.01508993,-0.01592766,0,0,0,0,-10,0.05958508,255,0
3.989761,-1.128093,1.036064,-0.254117,-1.154029,1.060346,-0.2973042,-0.03711493,-0.02560723,0.01101896,-0.01745656,0.01165581,-0.01015748,0,0,0,0,-10,0.05995577,255,0
4.06324,-1.128729,1.035292,-0.2538456,-1.154259,1.060551,-0.2974196,-0.03435972,-0.03378142,0.01370461,-0.01785091,0.01283716,-0.01024845,0,0,0,0,-10,0.0602984,255,0
4.094269,-1.129987,1.033004,-0.2528061,-1.15335,1.06194,-0.2959137,-0.008363427,-0.01015335,0.003568092,-0.00302657,0.002689588,-0.001517987,0,0,0,0,-10,0.0605783,255,0
4.113434,-1.13,1.032724,-0.2520106,-1.152397,1.062832,-0.2941264,-0.03697099,-0.06725056,0.03055108,0.02672365,0.0408317,0.04425624,0,0,0,0,-10,0.06146999,255,0
4.153015,-1.129813,1.03269,-0.2511004,-1.151368,1.063818,-0.2920217,-0.0003193039,-0.006997827,0.01991322,0.02383738,0.02231845,0.04474133,0,0,0,0,-10,0.06217889,255,0
4.167107,-1.128909,1.033025,-0.2474653,-1.14829,1.066903,-0.285133,0.01306939,-0.002389118,0.06355721,0.07186501,0.0689015,0.1469724,0,0,0,0,-10,0.0629927,255,0
4.180931,-1.128818,1.033074,-0.2470339,-1.14791,1.067298,-0.2842596,0.07149593,0.02651629,0.287549,0.2434935,0.2439933,0.5449089,0,0,0,0,-10,0.06631243,255,0
4.194901,-1.128438,1.033417,-0.2446012,-1.146254,1.069197,-0.2801738,0.006429868,0.003446073,0.0304137,0.02679532,0.02787117,0.06158385,0,0,0,0,-10,0.06671394,255,0
4.214279,-1.12835,1.033618,-0.2433158,-1.145502,1.070138,-0.2782154,0.02764356,0.02498436,0.1773368,0.1207418,0.1383916,0.2978483,0,0,0,0,-10,0.06902507,255,0
4.23848,-1.128324,1.033901,-0.241669,-1.14436,1.071498,-0.2754018,0.004638867,0.01053721,0.06723239,0.03930566,0.04921937,0.1024292,0,0,0,0,-10,0.07027659,255,0
4.308144,-1.128806,1.034804,-0.2365189,-1.140928,1.075295,-0.2678568,0.001034391,0.01125968,0.06554861,0.04547525,0.0541537,0.1119918,0,0,0,0,-10,0.07190382,255,0
4.323494,-1.130793,1.03603,-0.2276318,-1.133171,1.082642,-0.2546759,-0.006787855,0.01272072,0.0725684,0.04835318,0.05349656,0.1063137,0,0,0,0,-10,0.07711699,255,0
4.358582,-1.131343,1.036301,-0.2247316,-1.12971,1.08519,-0.2501854,-0.153715,0.09479167,0.6872281,0.5998709,0.5681877,1.019262,0,0,0,0,-10,0.08630463,255,0
4.394279,-1.131632,1.036593,-0.2205598,-1.123869,1.08918,-0.2432786,-0.01508181,0.007464005,0.0796106,0.095,0.06992146,0.1232624,0,0,0,0,-10,0.08926398,255,0
4.426575,-1.131196,1.036914,-0.2149908,-1.115661,1.094457,-0.2342786,-0.007992269,0.00805494,0.1154327,0.1616002,0.1104041,0.1911119,0,0,0,0,-10,0.09340615,255,0
4.463608,-1.130404,1.037147,-0.2113014,-1.110269,1.097854,-0.2285902,0.01404214,0.01035392,0.1794781,0.2645301,0.1700655,0.2900518,0,0,0,0,-10,0.09877735,255,0
4.497452,-1.128543,1.037663,-0.2052899,-1.099939,1.104757,-0.2176607,0.02037444,0.006000417,0.09489366,0.1386841,0.08739085,0.1463096,0,0,0,0,-10,0.1022607,255,0
4.530479,-1.126789,1.038182,-0.2009263,-1.092475,1.109787,-0.2100978,0.05673424,0.01571589,0.1833265,0.3150339,0.2105013,0.3333054,0,0,0,0,-10,0.107896,255,0
4.566574,-1.124689,1.038845,-0.1967745,-1.084604,1.115022,-0.2025307,0.05349145,0.01585403,0.1330724,0.2276277,0.1534107,0.2306396,0,0,0,0,-10,0.1119766,255,0
4.608231,-1.120524,1.039997,-0.1913391,-1.071749,1.122375,-0.1916355,0.05704129,0.01798526,0.11276,0.2137834,0.1421629,0.2055176,0,0,0,0,-10,0.1158485,255,0
4.642326,-1.116907,1.040683,-0.1879476,-1.063238,1.127073,-0.1848906,0.06946852,0.01922358,0.09065244,0.21438,0.1226281,0.1817095,0,0,0,0,-10,0.1208374,255,0
4.687386,-1.110306,1.041632,-0.1827618,-1.049004,1.134237,-0.1746371,0.07693069,0.0145955,0.07213947,0.1810492,0.09993711,0.1434713,0,0,0,0,-10,0.1239074,255,0
4.705803,-1.103078,1.042782,-0.1780615,-1.035209,1.14079,-0.1655342,0.4767218,0.06851756,0.3744964,1.027944,0.5173382,0.7404658,0,0,0,0,-10,0.1286656,255,0
4.735413,-1.098544,1.043677,-0.1755338,-1.026855,1.144585,-0.160432,0.4086902,0.06504125,0.2657834,0.780003,0.3705376,0.5147285,0,0,0,0,-10,0.1331292,255,0
4.768539,-1.093747,1.0448,-0.1731222,-1.018447,1.148536,-0.1553993,0.1530864,0.03019545,0.08534583,0.2820792,0.1281596,0.1722715,0,0,0,0,-10,0.1356135,255,0
4.802834,-1.085916,1.047175,-0.1695395,-1.00561,1.154423,-0.1481867,0.1433794,0.0335697,0.07208345,0.2513113,0.1181015,0.1504329,0,0,0,0,-10,0.1380517,255,0
4.836937,-1.078247,1.049963,-0.1666098,-0.9947623,1.159432,-0.1424292,0.225796,0.06847022,0.1032982,0.3701365,0.1697199,0.2079558,0,0,0,0,-10,0.1418011,255,0
4.870377,-1.068633,1.053975,-0.1635186,-0.9823218,1.16488,-0.1363183,0.2212607,0.08044656,0.08452564,0.3129643,0.1445149,0.1661124,0,0,0,0,-10,0.1450036,255,0
4.902336,-1.05925,1.058059,-0.1610773,-0.9716872,1.169389,-0.1314689,0.2958624,0.1234775,0.0951331,0.3828602,0.1676597,0.1880631,0,0,0,0,-10,0.1485424,255,0
4.936485,-1.049192,1.062569,-0.158889,-0.9615945,1.173665,-0.1270954,0.2875775,0.1251607,0.07481697,0.3259057,0.1381846,0.1486147,0,0,0,0,-10,0.1515206,255,0
4.969246,-1.034382,1.06925,-0.1563364,-0.9481248,1.179256,-0.1216928,0.2947682,0.1321836,0.06413692,0.2958128,0.1253459,0.1281848,0,0,0,0,-10,0.154371,255,0
5.001556,-1.021364,1.075017,-0.1545201,-0.9379666,1.183499,-0.1178669,0.4616639,0.2082417,0.07956488,0.4198573,0.1742531,0.1684007,0,0,0,0,-10,0.1580406,255,0
5.039055,-1.006058,1.081595,-0.1527155,-0.9266908,1.187971,-0.1139666,0.3975383,0.1761125,0.05546838,0.3102174,0.1296016,0.1168398,0,0,0,0,-10,0.1609626,255,0
5.069008,-0.9864436,1.089539,-0.1508095,-0.9143162,1.192846,-0.1100044,0.4094388,0.1759694,0.04827168,0.3016215,0.1196078,0.1043288,0,0,0,0,-10,0.1641932,255,0
5.092537,-0.9706968,1.095626,-0.1494161,-0.9055381,1.196333,-0.1073608,0.6559929,0.2656728,0.06374793,0.4138711,0.1630359,0.1325195,0,0,0,0,-10,0.1681157,255,0
5.114731,-0.9577833,1.100515,-0.148259,-0.8982626,1.199202,-0.1052867,0.703943,0.2721425,0.06228684,0.3924156,0.1558983,0.1181761,0,0,0,0,-10,0.1712234,255,0
5.147064,-0.9461281,1.104891,-0.1471425,-0.8922023,1.201552,-0.103654,0.5691304,0.2154506,0.05099928,0.3206488,0.1264553,0.09141465,0,0,0,0,-10,0.1737989,255,0
5.164131,-0.9278256,1.111784,-0.1451944,-0.8825333,1.205456,-0.1011417,0.3517568,0.1320804,0.03369647,0.1829003,0.07092591,0.04927289,0,0,0,0,-10,0.1761705,255,0
5.18087,-0.9158644,1.11639,-0.1436816,-0.8756751,1.208177,-0.09947532,1.136941,0.428162,0.121016,0.6006368,0.2424985,0.1560649,0,0,0,0,-10,0.1799692,255,0
5.205948,-0.9105784,1.118429,-0.1429453,-0.8728458,1.209299,-0.09882092,0.7405638,0.2851987,0.09366143,0.4246132,0.168443,0.1031715,0,0,0,0,-10,0.1825471,255,0
5.225769,-0.897904,1.123411,-0.1409259,-0.8651261,1.212389,-0.09708834,0.1994966,0.07695077,0.02778578,0.1067791,0.04236701,0.02469722,0,0,0,0,-10,0.1837184,255,0
5.247078,-0.8916644,1.125903,-0.1397861,-0.8609895,1.213949,-0.09624386,0.6764079,0.265854,0.107775,0.4119885,0.1648768,0.09246488,0,0,0,0,-10,0.1866458,255,0
5.269493,-0.8811661,1.130114,-0.1376324,-0.8544989,1.216389,-0.09500974,0.2908378,0.116154,0.05312611,0.1928148,0.07273515,0.03936255,0,0,0,0,-10,0.1881597,255,0
5.292458,-0.8717417,1.133929,-0.135425,-0.8482899,1.218624,-0.09391838,0.4634662,0.1859317,0.09508146,0.286539,0.1077225,0.05448226,0,0,0,0,-10,0.190841,255,0
5.315491,-0.8632485,1.137367,-0.1332136,-0.8421406,1.220712,-0.09292716,0.4157796,0.1682725,0.09738409,0.2739213,0.09857792,0.04814772,0,0,0,0,-10,0.1934025,255,0
5.340286,-0.8556206,1.140458,-0.1310495,-0.8367223,1.222551,-0.09212607,0.3655865,0.1480244,0.09518678,0.2646962,0.08988095,0.04266728,0,0,0,0,-10,0.1958434,255,0
5.362465,-0.847417,1.143851,-0.1285371,-0.8307154,1.22461,-0.09126753,0.303892,0.1231288,0.08622008,0.2158625,0.07325703,0.03191489,0,0,0,0,-10,0.1981408,255,0
5.38224,-0.8402147,1.146921,-0.1261461,-0.825054,1.22657,-0.09051305,0.3784814,0.1565525,0.1159088,0.2771334,0.09499846,0.03960973,0,0,0,0,-10,0.200695,255,0
5.40847,-0.8349276,1.149282,-0.1241987,-0.8206596,1.228139,-0.08994699,0.3693362,0.1574359,0.1226128,0.2903157,0.1005355,0.0386896,0,0,0,0,-10,0.2030226,255,0
5.427399,-0.8296766,1.151774,-0.1220417,-0.8166637,1.22964,-0.08943361,0.1889292,0.08434859,0.06958833,0.1570295,0.05605916,0.02022773,0,0,0,0,-10,0.2048379,255,0
5.450882,-0.8243589,1.154591,-0.1194616,-0.8121482,1.231383,-0.08888799,0.2912611,0.1382115,0.119644,0.2216495,0.08325619,0.02847612,0,0,0,0,-10,0.2067669,255,0
5.470352,-0.8207899,1.156783,-0.1173223,-0.8090481,1.232527,-0.08855224,0.2289024,0.1212695,0.1110606,0.1943709,0.07503592,0.02348625,0,0,0,0,-10,0.2089543,255,0
5.492462,-0.8184527,1.158437,-0.1156145,-0.8068815,1.233378,-0.08827525,0.1856306,0.1140067,0.1112692,0.1612413,0.05952381,0.01746342,0,0,0,0,-10,0.2106787,255,0
5.514641,-0.8164006,1.160208,-0.1136945,-0.8046981,1.234329,-0.08797693,0.1049841,0.07428569,0.07671136,0.0973189,0.03819504,0.01244163,0,0,0,0,-10,0.212011,255,0
5.537384,-0.8144376,1.162341,-0.1113302,-0.802358,1.235348,-0.08769655,0.09335951,0.08058183,0.08735302,0.09933888,0.04329551,0.01357222,0,0,0,0,-10,0.2134586,255,0
5.561485,-0.813054,1.164253,-0.1092015,-0.8004459,1.236272,-0.0874123,0.08356761,0.09080668,0.1006491,0.09961636,0.04335823,0.01193569,0,0,0,0,-10,0.2151873,255,0
5.587914,-0.8117774,1.166585,-0.1066288,-0.7986372,1.237286,-0.0871191,0.05758773,0.07957387,0.08860204,0.07958627,0.0384497,0.01183163,0,0,0,0,-10,0.216707,255,0
5.609467,-0.8113033,1.167637,-0.1055008,-0.7979984,1.237708,-0.0869962,0.04459913,0.08146905,0.08987498,0.06318505,0.03542694,0.01024245,0,0,0,0,-10,0.2185049,255,0
5.627953,-0.8105962,1.169422,-0.103609,-0.7972776,1.238287,-0.086824,0.02449374,0.05434568,0.05827503,0.03300219,0.02182696,0.006349773,0,0,0,0,-10,0.2192808,255,0
5.64901,-0.8103206,1.170224,-0.1027662,-0.7971039,1.238483,-0.08676755,0.03806147,0.09612423,0.1018352,0.03880262,0.03116016,0.009269122,0,0,0,0,-10,0.220577,255,0
5.672401,-0.8099828,1.171617,-0.1012692,-0.7972223,1.238731,-0.08667523,0.01322974,0.0385016,0.04046188,0.008336195,0.009397894,0.00271005,0,0,0,0,-10,0.2211529,255,0
5.694153,-0.8098929,1.172357,-0.1004682,-0.7975554,1.238773,-0.08664787,0.01465523,0.06043632,0.06494901,-0.005135924,0.01075803,0.004005814,0,0,0,0,-10,0.2221758,255,0
5.71489,-0.8098607,1.173227,-0.09956455,-0.7982903,1.238753,-0.08662331,0.004162805,0.03424589,0.03707351,-0.01541534,0.001953125,0.001266221,0,0,0,0,-10,0.2227187,255,0
5.737968,-0.8099788,1.174118,-0.09872025,-0.7994295,1.238685,-0.08659387,0.001557309,0.04209349,0.04372289,-0.03555567,-0.0009574567,0.001188169,0,0,0,0,-10,0.2233167,255,0
5.759567,-0.8102347,1.174843,-0.09814012,-0.800709,1.238625,-0.08656549,-0.004802846,0.03620793,0.03432508,-0.04631523,-0.00278187,0.001197077,0,0,0,0,-10,0.22384,255,0
5.782356,-0.8104658,1.17528,-0.09785658,-0.8017699,1.238592,-0.08654463,-0.01259626,0.03570506,0.02856464,-0.06300186,-0.002964172,0.001396976,0,0,0,0,-10,0.2241502,255,0
5.802231,-0.8109757,1.175944,-0.09752542,-0.8036308,1.238546,-0.0865137,-0.009723002,0.0183679,0.01192685,-0.04462602,-0.001363928,0.0008775273,0,0,0,0,-10,0.2242675,255,0
5.827477,-0.8115169,1.176428,-0.09735066,-0.8050579,1.238517,-0.0864926,-0.02690343,0.03507448,0.01747434,-0.09819092,-0.00243433,0.001632322,0,0,0,0,-10,0.2243356,255,0
5.849434,-0.8130125,1.177341,-0.09716302,-0.8087822,1.23842,-0.08645201,-0.02121337,0.01897522,0.006849955,-0.05593741,-0.001149447,0.000827041,0,0,0,0,-10,0.2243054,255,0
5.875366,-0.814528,1.177936,-0.0971446,-0.8119366,1.238309,-0.08643299,-0.06888232,0.04203817,0.008641514,-0.1715209,-0.004441541,0.0018694,0,0,0,0,-10,0.2240669,255,0
5.898132,-0.8159729,1.178351,-0.09719503,-0.814909,1.238208,-0.08642763,-0.04499221,0.01765289,0.0005467865,-0.09364913,-0.003294875,0.0005644819,0,0,0,0,-10,0.2237587,255,0
5.929489,-0.8183534,1.178868,-0.09734166,-0.8193009,1.238064,-0.08644277,-0.04382847,0.01259112,-0.001529594,-0.09016287,-0.00306642,0.0001627227,0,0,0,0,-10,0.2234444,255,0
5.944847,-0.8224816,1.179513,-0.09770638,-0.8260757,1.237868,-0.08652437,-0.1766749,0.03834584,-0.01088264,-0.3259662,-0.01072339,-0.001123655,0,0,0,0,-10,0.2229151,255,0
5.977493,-0.8250749,1.179816,-0.09797823,-0.83018,1.237759,-0.08660132,-0.1240756,0.0193942,-0.01096186,-0.2036194,-0.005879529,-0.002452491,0,0,0,0,-10,0.2219669,255,0
6.008476,-0.8296401,1.180238,-0.09852374,-0.8370715,1.237555,-0.08678287,-0.0844507,0.009856367,-0.008852873,-0.1336549,-0.003571429,-0.002505823,0,0,0,0,-10,0.2213613,255,0
6.036171,-0.8349301,1.180584,-0.09931034,-0.8454966,1.237295,-0.0871079,-0.2985864,0.02764783,-0.03567864,-0.4507391,-0.01328593,-0.01187469,0,0,0,0,-10,0.2202655,255,0
6.051498,-0.8394586,1.18076,-0.1000429,-0.8521162,1.237122,-0.08742547,-0.1924972,0.01259717,-0.02862342,-0.3065788,-0.009465228,-0.0118272,0,0,0,0,-10,0.2188912,255,0
6.071434,-0.843955,1.180875,-0.1008229,-0.8598139,1.236949,-0.08787358,-0.2960373,0.01144794,-0.04789199,-0.4327424,-0.01133884,-0.0207606,0,0,0,0,-10,0.2176929,255,0
6.093193,-0.8477733,1.18096,-0.101539,-0.8650804,1.236832,-0.08823109,-0.2215607,0.005709587,-0.03843398,-0.3793057,-0.008505639,-0.02208059,0,0,0,0,-10,0.2164711,255,0
6.113983,-0.8520098,1.181043,-0.1023908,-0.8718739,1.236682,-0.08874679,-0.1812636,0.004034996,-0.0339947,-0.2500113,-0.005568635,-0.01697188,0,0,0,0,-10,0.2153892,255,0
6.138443,-0.8590308,1.181108,-0.1039038,-0.8818585,1.236492,-0.08962995,-0.2025124,0.00394329,-0.04071504,-0.3247401,-0.007145788,-0.02465126,0,0,0,0,-10,0.2141412,255,0
6.160583,-0.8654949,1.181147,-0.1053604,-0.8910707,1.236315,-0.09058022,-0.2815105,0.002600183,-0.06066697,-0.4003398,-0.007652378,-0.03541077,0,0,0,0,-10,0.2120022,255,0
